iata,icao,airport
MGE,KMGE,Dobbins Air Reserve Base
CIN,KCIN,Arthur N. Neu Airport
CIK,PACI,Chalkyitsik Airport
CIG,KCAG,Craig-Moffat Airport
CID,KCID,The Eastern Iowa Airport
CIC,KCIC,Chico Municipal Airport
PDK,KPDK,DeKalb-Peachtree Airport
PDT,KPDT,Eastern Oregon Regional Airport
PDX,KPDX,Portland International Airport
CHS,KCHS,Charleston International Airport / Charleston Air Force Base
CHO,KCHO,Charlottesville-Albemarle Airport
PEQ,KPEQ,Pecos Municipal Airport
KGK,PAJZ,Koliganek Airport
CHL,KLLJ,Challis Airport
CHK,KCHK,Chickasha Municipal Airport
PFC,KPFC,Pacific City State Airport
PGA,KPGA,Page Municipal Airport
PGD,KPGD,Punta Gorda Airport
KFP,PAKF,False Pass Airport
YNG,KYNG,Youngstown-Warren Regional Airport
CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field)
CGZ,KCGZ,Casa Grande Municipal Airport
PGL,KPQL,Trent Lott International Airport
CGS,KCGS,College Park Airport
CGI,KCGI,Cape Girardeau Regional Airport
PGO,KPSO,Stevens Field
CGF,KCGF,Cuyahoga County Airport
CGE,KCGE,Cambridge-Dorchester Airport
PGR,KPGR,Kirk Field
CFV,KCFV,Coffeyville Municipal Airport
CFT,KCFT,Greenlee County Airport
CFD,KCFD,Coulter Field
CEZ,KCEZ,Cortez Municipal Airport
CEY,KCEY,Murray-Calloway County Airport
CEW,KCEW,Bob Sikes Airport
PGV,KPGV,Pitt-Greenville Airport
CEU,KCEU,Oconee County Regional Airport
CEM,PARL,Central Airport
PHD,KPHD,Harry Clever Field
PHF,KPHF,Newport News/Williamsburg International Airport
CEF,KCEF,Westover Metropolitan Airport / Westover Air Reserve Base
PHK,KPHK,Palm Beach County Glades Airport
CEC,KCEC,Del Norte County Airport (Jack McNamara Field)
PHL,KPHL,Philadelphia International Airport
CEA,KCEA,Cessna Aircraft Field
PHN,KPHN,St. Clair County International Airport
CDW,KCDW,Essex County Airport
CDV,PACV,Merle K. (Mudhole) Smith Airport
CDS,KCDS,Childress Municipal Airport
CDR,KCDR,Chadron Municipal Airport
CDN,KCDN,Woodward Field
CDK,KCDK,George T. Lewis Airport
CDH,KCDH,Harrell Field
CDC,KCDC,Cedar City Regional Airport
CDB,PACD,Cold Bay Airport
CCY,KCCY,Northeast Iowa Regional Airport
CCR,KCCR,Buchanan Field Airport
CCB,KCCB,Cable Airport
PHO,PAPO,Point Hope Airport
PHP,KPHP,Philip Airport
PHT,KPHT,Henry County Airport
CBM,KCBM,Columbus Air Force Base
CBK,KCBK,Colby Municipal Airport (Shalz Field)
CBF,KCBF,Council Bluffs Municipal Airport
CBE,KCBE,Greater Cumberland Regional Airport
PHX,KPHX,Phoenix Sky Harbor International Airport
PIA,KPIA,General Wayne A. Downing Peoria International Airport
CAR,KCAR,Caribou Municipal Airport
CAO,KCAO,Clayton Municipal Airpark
CAK,KCAK,Akron-Canton Airport
EAA,PAEG,Eagle Airport
CAE,KCAE,Columbia Metropolitan Airport
CAD,KCAD,Wexford County Airport
PIB,KPIB,Hattiesburg-Laurel Regional Airport
BZN,KBZN,Bozeman Yellowstone International Airport (Gallatin Field)
PIE,KPIE,St. Pete-Clearwater International Airport
PIH,KPIH,Pocatello Regional Airport
PIM,KPIM,Harris County Airport
PIP,PAPN,Pilot Point Airport
PIR,KPIR,Pierre Regional Airport
BYS,KBYS,Bicycle Lake Army Airfield (Fort Irwin)
PIT,KPIT,Pittsburgh International Airport
PIZ,PPIZ,Point Lay LRRS Airport
BYI,KBYI,Burley Municipal Airport
BYH,KBYH,Arkansas International Airport
BYG,KBYG,Johnson County Airport
PJB,KPAN,Payson Airport
PKA,PAPK,Napaskiak Airport
PKB,KPKB,Mid-Ohio Valley Regional Airport
PKD,KPKD,Park Rapids Municipal Airport (Konshok Field)
PKF,KPKF,Park Falls Municipal Airport
BXK,KBXK,Buckeye Municipal Airport
KDK,PAKD,Kodiak Municipal Airport
BXA,KBXA,George R. Carr Memorial Air Field
PLK,KPLK,M. Graham Clark Downtown Airport
BWM,KBPP,Bowman Municipal Airport
BWL,KBKN,Blackwell-Tonkawa Municipal Airport
BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport
BWG,KBWG,Bowling Green-Warren County Regional Airport
BWD,KBWD,Brownwood Regional Airport
BWC,KBWC,Brawley Municipal Airport
PLN,KPLN,Pellston Regional Airport (Emmet County)
BVY,KBVY,Beverly Municipal Airport
BVX,KBVX,Batesville Regional Airport
PLR,KPLR,St. Clair County Airport
BVU,PABG,Beluga Airport
BVO,KBVO,Bartlesville Municipal Airport
BUR,KBUR,Bob Hope Airport
PMB,KPMB,Pembina Municipal Airport
BUM,KBUM,Butler Memorial Airport
PMD,KPMD,Palmdale Regional Airport
BUF,KBUF,Buffalo Niagara International Airport
BUB,KBUB,Cram Field
PMH,KPMH,Greater Portsmouth Regional Airport
BTY,KBTY,Beatty Airport
BTV,KBTV,Burlington International Airport
BTT,PABT,Bettles Airport
PML,PAAL,Port Moller Airport
BTR,KBTR,Baton Rouge Metropolitan Airport (Ryan Field)
YUM,KNYL,Yuma International Airport / MCAS Yuma
BTP,KBTP,Butler County Airport (K.W. Scholter Field)
BTN,KBBP,Marlboro County Jetport
BTM,KBTM,Bert Mooney Airport
BTL,KBTL,W. K. Kellogg Airport
PNC,KPNC,Ponca City Regional Airport
BTI,PABA,Barter Island LRRS Airport
BTF,KBTF,Skypark Airport
PNE,KPNE,Northeast Philadelphia Airport
PNN,KPNN,Princeton Municipal Airport
PNS,KPNS,Pensacola International Airport
KAL,PAKV,Kaltag Airport
PNX,KGYI,North Texas Regional Airport
BSF,PHSF,Bradshaw Army Airfield
KAE,PAFE,Kake Airport
POB,KPOB,Pope Field (Pope AFB)
BRY,KBRY,Samuels Field
BRW,PABR,Wiley Post-Will Rogers Memorial Airport
BRO,KBRO,Brownsville/South Padre Island International Airport
BRL,KBRL,Southeast Iowa Regional Airport
BRD,KBRD,Brainerd Lakes Regional Airport
POC,KPOC,Brackett Field
BQN,TJBQ,Rafael Hernandez Airport
BQK,KBQK,Brunswick Golden Isles Airport
POE,KPOE,Polk Army Airfield
POF,KPOF,Poplar Bluff Municipal Airport
POH,KPOH,Pocahontas Municipal Airport
JXN,KJXN,Jackson County Airport (Reynolds Field)
JVL,KJVL,Southern Wisconsin Regional Airport
BPT,KBPT,Jack Brooks Regional Airport
BPI,KBPI,Miley Memorial Field
POU,KPOU,Dutchess County Airport
POY,KPOY,Powell Municipal Airport
BOW,KBOW,Bartow Municipal Airport
PPA,KPPA,Perry Lefors Field
BOS,KBOS,Logan International Airport
PPC,PAPR,Prospect Creek Airport
BOK,KBOK,Brookings Airport
BOI,KBOI,Boise Air Terminal (Gowen Field)
PPF,KPPF,Tri-City Airport
JST,KJST,John Murtha Johnstown-Cambria County Airport
PPM,KPMP,Pompano Beach Airpark
BNW,KBNW,Boone Municipal Airport
JRF,PHJR,Kalaeloa Airport (John Rodgers Field)
BNO,KBNO,Burns Municipal Airport
JOT,KJOT,Joliet Regional Airport
BNL,KBNL,Barnwell Regional Airport
PQI,KPQI,Northern Maine Regional Airport at Presque Isle
BNG,KBNG,Banning Municipal Airport
BNA,KBNA,Nashville International Airport
BMX,PABM,Big Mountain Air Force Station
BMT,KBMT,Beaumont Municipal Airport
PRB,KPRB,Paso Robles Municipal Airport
BML,KBML,Berlin Regional Airport
BMI,KBMI,Central Illinois Regional Airport
PRC,KPRC,Ernest A. Love Field
BMC,KBMC,Brigham City Airport
JNU,PAJN,Juneau International Airport
PRO,KPRO,Perry Municipal Airport
BLV,KBLV,MidAmerica St. Louis Airport / Scott Air Force Base
BLU,KBLU,Blue Canyon-Nyack Airport
JMS,KJMS,Jamestown Regional Airport
BLM,KBLM,Monmouth Executive Airport
BLI,KBLI,Bellingham International Airport
BLH,KBLH,Blythe Airport
BLF,KBLF,Mercer County Airport
PRX,KPRX,Cox Field
BKX,KBKX,Brookings Regional Airport
BKW,KBKW,Raleigh County Memorial Airport
PSC,KPSC,Tri-Cities Airport
JLN,KJLN,Joplin Regional Airport
PSF,KPSF,Pittsfield Municipal Airport
BKT,KBKT,Blackstone Army Airfield (Allen C. Perkinson Airport)
PSG,PAPG,Petersburg James A. Johnson Airport
JKV,KJSO,Cherokee County Airport
PSK,KPSK,New River Valley Airport
PSM,KPSM,Portsmouth International Airport at Pease
BKL,KBKL,Cleveland Burke Lakefront Airport
PSN,KPSN,Palestine Municipal Airport
PSP,KPSP,Palm Springs International Airport
PSX,KPSX,Palacios Municipal Airport
BKH,PHBK,Barking Sands PMRF
BKG,KBBG,Branson Airport
BKE,KBKE,Baker City Municipal Airport
BKD,KBKD,Stephens County Airport
BKC,PABL,Buckland Airport
JHW,KJHW,Chautauqua County-Jamestown Airport
JHM,PHJH,Kapalua Airport
PTA,PALJ,Port Alsworth Airport
PTB,KPTB,Dinwiddie County Airport
BJJ,KBJJ,Wayne County Airport
BJI,KBJI,Bemidji Regional Airport
PTD,PAAP,Port Alexander Seaplane Base
BJC,KBJC,Rocky Mountain Metropolitan Airport
BIX,KBIX,Keesler Air Force Base
PTH,PAPH,Port Heiden Airport
BIS,KBIS,Bismarck Municipal Airport
JFN,KHZY,Northeast Ohio Regional Airport
PTK,KPTK,Oakland County International Airport
BIL,KBIL,Billings Logan International Airport
PTN,KPTN,Harry P. Williams Memorial Airport
JFK,KJFK,John F. Kennedy International Airport
JEF,KJEF,Jefferson City Memorial Airport
PTS,KPTS,Atkinson Municipal Airport
PTT,KPTT,Pratt Regional Airport
BIH,KBIH,Eastern Sierra Regional Airport
PTU,PAPM,Platinum Airport
BIG,PABI,Allen Army Airfield
BIF,KBIF,Biggs Army Airfield
PTV,KPTV,Porterville Municipal Airport
PTW,KPTW,Heritage Field
BIE,KBIE,Beatrice Municipal Airport
JDN,KJDN,Jordan Airport
PUB,KPUB,Pueblo Memorial Airport
BID,KBID,Block Island State Airport
PUC,KPUC,Carbon County Regional Airport
JDA,KGCD,Grant County Regional Airport (Ogilvie Field)
JCT,KJCT,Kimble County Airport
JCI,KIXD,New Century AirCenter
JBR,KJBR,Jonesboro Municipal Airport
BHM,KBHM,Birmingham-Shuttlesworth International Airport
JAX,KJAX,Jacksonville International Airport
ZPH,KZPH,Zephyrhills Municipal Airport
PUW,KPUW,Pullman-Moscow Regional Airport
JAS,KJAS,Jasper County Airport (Bell Field)
JAN,KJAN,Jackson-Evers International Airport
BHB,KBHB,Hancock County-Bar Harbor Airport
PVC,KPVC,Provincetown Municipal Airport
BGR,KBGR,Bangor International Airport
BGQ,PAGQ,Big Lake Airport
PVD,KPVD,Theodore Francis Green State Airport
PVF,KPVF,Placerville Airport
PVL,KPBX,Pike County Airport
BGM,KBGM,Greater Binghamton Airport (Edwin A. Link Field)
JAC,KJAC,Jackson Hole Airport
PVU,KPVU,Provo Municipal Airport
PVW,KPVW,Hale County Airport
PWA,KPWA,Wiley Post Airport
BGE,KBGE,Decatur County Industrial Air Park
PWD,KPWD,Sher-Wood Airport
BGD,KBGD,Hutchinson County Airport
PWK,KPWK,Chicago Executive Airport
PWM,KPWM,Portland International Jetport
BFT,KARW,Beaufort County Airport
PWT,KPWT,Bremerton National Airport
BFP,KBVI,Beaver County Airport
PWY,KPNA,Ralph Wenz Field
IYK,KIYK,Inyokern Airport
BFM,KBFM,Mobile Downtown Airport
BFL,KBFL,Meadows Field Airport
BFK,KBKF,Buckley Air Force Base
BFI,KBFI,Boeing Field/King County International Airport
IWS,KIWS,West Houston Airport
ZZV,KZZV,Zanesville Municipal Airport
BFF,KBFF,Western Nebraska Regional Airport (William B. Heilig Field)
BFD,KBFD,Bradford Regional Airport
IWD,KIWD,Gogebic-Iron County Airport
PYM,KPYM,Plymouth Municipal Airport
ITO,PHTO,Hilo International Airport
ITH,KITH,Ithaca Tompkins Regional Airport
ISW,KISW,South Wood County Airport (Alexander Field)
ISS,KIWI,Wiscasset Airport
ISQ,KISQ,Schoolcraft County Airport
ISP,KISP,Long Island MacArthur Airport
ISO,KISO,Kinston Regional Jetport (Stallings Field)
ISN,KISN,Sloulin Field International Airport
ISM,KISM,Kissimmee Gateway Airport
RAC,KRAC,John H. Batten Airport
IRS,KIRS,Kirsch Municipal Airport
RAL,KRAL,Riverside Municipal Airport
IRK,KIRK,Kirksville Regional Airport
RAP,KRAP,Rapid City Regional Airport
IRC,PACR,Circle City Airport
IPT,KIPT,Williamsport Regional Airport
RBD,KRBD,Dallas Executive Airport
RBG,KRBG,Roseburg Regional Airport
IPL,KIPL,Imperial County Airport (Boley Field)
RBL,KRBL,Red Bluff Municipal Airport
IOW,KIOW,Iowa City Municipal Airport
BET,PABE,Bethel Airport
INW,KINW,Winslow-Lindbergh Regional Airport
INT,KINT,Smith Reynolds Airport
RBW,KRBW,Lowcountry Regional Airport
RBY,PARY,Ruby Airport
RCA,KRCA,Ellsworth Air Force Base
INS,KINS,Creech Air Force Base
RCK,KRCK,H. H. Coffield Regional Airport
INL,KINL,Falls International Airport
INK,KINK,Winkler County Airport
RCT,KRCT,Nartron Field
BEH,KBEH,Southwest Michigan Regional Airport
IMT,KIMT,Ford Airport
IMM,KIMM,Immokalee Regional Airport
IML,KIML,Imperial Municipal Airport
RDB,PADG,Red Dog Airport
RDD,KRDD,Redding Municipal Airport
RDG,KRDG,Reading Regional Airport (Carl A. Spaatz Field)
RDM,KRDM,Roberts Field
RDR,KRDR,Grand Forks Air Force Base
RDU,KRDU,Raleigh-Durham International Airport
RED,KRVL,Mifflin County Airport
ILN,KILN,Wilmington Air Park
ILM,KILM,Wilmington International Airport
REO,KREO,Rome State Airport
ILL,KBDH,Willmar Municipal Airport (John L. Rice Field)
ILI,PAIL,Iliamna Airport
ILG,KILG,Wilmington Airport (New Castle Airport)
ILE,KILE,Skylark Field
RFD,KRFD,Chicago Rockford International Airport (Greater Rockford Airport)
RFG,KRFG,Rooke Field
BED,KBED,Laurence G. Hanscom Field
BEC,KBEC,Beech Factory Airport
IKO,PAKO,Nikolski Air Station
IKK,KIKK,Greater Kankakee Airport
IKB,KUKF,Wilkes County Airport
IJX,KIJX,Jacksonville Municipal Airport
RHI,KRHI,Rhinelander-Oneida County Airport
IGM,KIGM,Kingman Airport
RHV,KRHV,Reid-Hillview Airport of Santa Clara County
IGG,PAIG,Igiugig Airport
RIC,KRIC,Richmond International Airport
BDR,KBDR,Igor I. Sikorsky Memorial Airport
RIE,KRPD,Rice Lake Regional Airport (Carl's Field)
RIF,KRIF,Richfield Municipal Airport
RIL,KRIL,Garfield County Regional Airport
IFP,KIFP,Laughlin/Bullhead International Airport
RIR,KRIR,Flabob Airport
RIV,KRIV,March Air Reserve Base
RIW,KRIW,Riverton Regional Airport
IFA,KIFA,Iowa Falls Municipal Airport
IDP,KIDP,Independence Municipal Airport
IDI,KIDI,Indiana County-Jimmy Stewart Airport
IDH,KGIC,Idaho County Airport
BDL,KBDL,Bradley International Airport
RKD,KRKD,Knox County Regional Airport
IDG,KIDG,Ida Grove Municipal Airport
RKH,KUZA,Rock Hill/York County Airport
RKP,KRKP,Aransas County Airport
RKR,KRKR,Robert S. Kerr Airport
RKS,KRKS,Rock Springs-Sweetwater County Airport
IDA,KIDA,Idaho Falls Regional Airport
RKW,KRKW,Rockwood Municipal Airport
ICT,KICT,Wichita Dwight D. Eisenhower National Airport
RLD,KRLD,Richland Airport
BDG,KBDG,Blanding Municipal Airport
ICL,KICL,Schenck Field
RME,KRME,Griffiss International Airport
BDE,KBDE,Baudette International Airport
RMG,KRMG,Richard B. Russell Airport
RMY,KMPI,Mariposa-Yosemite Airport
RNC,KRNC,Warren County Memorial Airport
RND,KRND,Randolph Air Force Base
RNH,KRNH,New Richmond Regional Airport
IAN,PAIK,Bob Baker Memorial Airport
RNO,KRNO,Reno-Tahoe International Airport
IAH,KIAH,George Bush Intercontinental Airport
RNT,KRNT,Renton Municipal Airport
IAG,KIAG,Niagara Falls International Airport
ROA,KROA,Roanoke-Blacksburg Regional Airport (Woodrum Field)
ROC,KROC,Greater Rochester International Airport
ROG,KROG,Rogers Municipal Airport (Carter Field)
IAD,KIAD,Washington Dulles International Airport
IAB,KIAB,McConnell Air Force Base
HZL,KHZL,Hazleton Municipal Airport
HYS,KHYS,Hays Regional Airport
HYR,KHYR,Sawyer County Airport
ROW,KROW,Roswell International Air Center
ROX,KROX,Roseau Municipal Airport (Rudy Billberg Field)
HYG,PAHY,Hydaburg Seaplane Base
BCT,KBCT,Boca Raton Airport
HYA,KHYA,Barnstable Municipal Airport (Boardman/Polando Field)
HWO,KHWO,North Perry Airport
BCE,KBCE,Bryce Canyon Airport
HWD,KHWD,Hayward Executive Airport
RPX,KRPX,Roundup Airport
HVS,KHVS,Hartsville Regional Airport
HVR,KHVR,Havre City-County Airport
HVN,KHVN,Tweed New Haven Airport
RRL,KRRL,Merrill Municipal Airport
RRT,KRRT,Warroad International Memorial Airport (Swede Carlson Field)
HVE,KHVE,Hanksville Airport
RSH,PARS,Russian Mission Airport
RSL,KRSL,Russell Municipal Airport
RSN,KRSN,Ruston Regional Airport
RST,KRST,Rochester International Airport
RSW,KRSW,Southwest Florida International Airport
HUT,KHUT,Hutchinson Municipal Airport
HUS,PAHU,Hughes Airport
RTN,KRTN,Raton Municipal Airport (Crews Field)
HUM,KHUM,Houma-Terrebonne Airport
HUL,KHUL,Houlton International Airport
HUJ,KHHW,Stan Stamper Municipal Airport
RUI,KSRR,Sierra Blanca Regional Airport
RUT,KRUT,Rutland - Southern Vermont Regional Airport
BCB,KBCB,Virginia Tech Montgomery Executive Airport
HUA,KHUA,Redstone Army Airfield
HTW,KHTW,Lawrence County Airpark
RVS,KRVS,Richard Lloyd Jones Jr. Airport
HTV,KUTS,Huntsville Municipal Airport (Bruce Brothers Regional)
RWF,KRWF,Redwood Falls Municipal Airport
RWI,KRWI,Rocky Mount-Wilson Regional Airport
RWL,KRWL,Rawlins Municipal Airport (Harvey Field)
RXE,KRXE,Rexburg-Madison County Airport
BBX,KLOM,Wings Field
HTS,KHTS,Tri-State Airport (Milton J. Ferguson Field)
HTO,KHTO,East Hampton Airport
HTL,KHTL,Roscommon County-Blodgett Memorial Airport
RZZ,KRZZ,Halifax County Airport
BBW,KBBW,Broken Bow Municipal Airport
SAA,KSAA,Shively Field
HTH,KHTH,Hawthorne Industrial Airport
SAC,KSAC,Sacramento Executive Airport
SAD,KSAD,Safford Regional Airport
SAF,KSAF,Santa Fe Municipal Airport
SAN,KSAN,San Diego International Airport
HSV,KHSV,Huntsville International Airport (Carl T. Jones Field)
HST,KHST,Homestead Air Reserve Base
SAR,KSAR,Sparta Community Airport (Hunter Field)
SAS,KSAS,Salton Sea Airport
SAT,KSAT,San Antonio International Airport
HSP,KHSP,Ingalls Field
SAV,KSAV,Savannah/Hilton Head International Airport
HSL,PAHL,Huslia Airport
BBD,KBBD,Curtis Field
BBC,KBYY,Bay City Municipal Airport
SBA,KSBA,Santa Barbara Municipal Airport
SBD,KSBD,San Bernardino International Airport
HSI,KHSI,Hastings Municipal Airport
HSH,KHND,Henderson Executive Airport
HSB,KHSB,Harrisburg-Raleigh Airport
BBB,KBBB,Benson Municipal Airport
HRO,KHRO,Boone County Airport
HRL,KHRL,Valley International Airport
SBM,KSBM,Sheboygan County Memorial Airport
SBP,KSBP,San Luis Obispo County Regional Airport (McChesney Field)
SBS,KSBS,Steamboat Springs Airport (Bob Adams Field)
SBX,KSBX,Shelby Airport
SBY,KSBY,Salisbury-Ocean City-Wicomico Regional Airport
SCB,KSCB,Scribner State Airport
SCC,PASC,Deadhorse Airport
SCE,KUNV,University Park Airport
SCF,KSDL,Scottsdale Airport
HQM,KHQM,Bowerman Airport
SCH,KSCH,Schenectady County Airport
BAM,KBAM,Battle Mountain Airport (Lander County Airport)
SCK,KSCK,Stockton Metropolitan Airport
HPY,KHPY,Baytown Airport
SCM,PACM,Scammon Bay Airport
HPT,KHPT,Hampton Municipal Airport
HPN,KHPN,Westchester County Airport
HPB,PAHP,Hooper Bay Airport
SDF,KSDF,Louisville International Airport (Standiford Field)
HOU,KHOU,William P. Hobby Airport
HOT,KHOT,Memorial Field Airport
SDM,KSDM,Brown Field Municipal Airport
SDP,PASD,Sand Point Airport
BAF,KBAF,Westfield-Barnes Regional Airport
HOP,KHOP,Campbell Army Airfield
HON,KHON,Huron Regional Airport
HOM,PAHO,Homer Airport
SDX,KSEZ,Sedona Airport
SDY,KSDY,Sidney-Richland Municipal Airport
SEA,KSEA,Seattle-Tacoma International Airport
SEE,KSEE,Gillespie Field
SEF,KSEF,Sebring Regional Airport
SEG,KSEG,Penn Valley Airport
SEM,KSEM,Craig Field
SEP,KSEP,Stephenville Clark Regional Airport
HOB,KHOB,Lea County Regional Airport
BAD,KBAD,Barksdale Air Force Base
BAB,KBAB,Beale Air Force Base
HNS,PAHN,Haines Airport
SFB,KSFB,Orlando Sanford International Airport
HNM,PHHN,Hana Airport
SFF,KSFF,Felts Field
HNL,PHNL,Honolulu International Airport
HNH,PAOH,Hoonah Airport
HNC,KHSE,Billy Mitchell Airport
SFM,KSFM,Sanford Seacoast Regional Airport
SFO,KSFO,San Francisco International Airport
SFZ,KSFZ,North Central State Airport
HMT,KHMT,Hemet-Ryan Airport
SGF,KSGF,Springfield-Branson National Airport
SGH,KSGH,Springfield-Beckley Municipal Airport
HMN,KHMN,Holloman Air Force Base
AZO,KAZO,Kalamazoo/Battle Creek International Airport
SGR,KSGR,Sugar Land Regional Airport
SGT,KSGT,Stuttgart Municipal Airport
SGU,KSGU,St. George Regional Airport
SGY,PAGY,Skagway Airport
AZA,KIWA,Phoenix-Mesa Gateway Airport
HLR,KHLR,Hood Army Airfield
SHD,KSHD,Shenandoah Valley Regional Airport
HLN,KHLN,Helena Regional Airport
HLM,KHLM,Park Township Airport
SHG,PAHG,Shungnak Airport
SHH,PASH,Shishmaref Airport
HLI,KCVH,Hollister Municipal Airport
HLG,KHLG,Wheeling Ohio County Airport
SHN,KSHN,Sanderson Field
HLC,KHLC,Hill City Municipal Airport
SHR,KSHR,Sheridan County Airport
HKY,KHKY,Hickory Regional Airport
AYS,KAYS,Waycross-Ware County Airport
SHV,KSHV,Shreveport Regional Airport
SHX,PAHX,Shageluk Airport
HKS,KHKS,Hawkins Field
SIK,KSIK,Sikeston Memorial Municipal Airport
HKA,KHKA,Blytheville Municipal Airport
SIT,PASI,Sitka Rocky Gutierrez Airport
HIO,KHIO,Hillsboro Airport (Portland-Hillsboro Airport)
AXX,KAXX,Angel Fire Airport
MDY,PMDY,Henderson Field
AXV,KAXV,Neil Armstrong Airport
SIY,KSIY,Siskiyou County Airport
SJC,KSJC,San Jose International Airport
HII,KHII,Lake Havasu City Airport
AXS,KAXS,Altus/Quartz Mountain Regional Airport
HIF,KHIF,Hill Air Force Base
HIE,KHIE,Mount Washington Regional Airport
HIB,KHIB,Range Regional Airport
SJN,KSJN,St. Johns Industrial Air Park
VCH,SUVO,Vichadero Airport
DZO,SUDU,Santa Bernardina International Airport
STY,SUSO,Nueva Hesperides International Airport
PDP,SULS,Capitan de Corbeta Carlos A. Curbelo International Airport
PDU,SUPU,Tydeo Larre Borges International Airport
TYT,SUTR,Treinta y Tres Airport
MLZ,SUMO,Cerro Largo International Airport
